x,y
-6,-5.940731573339519e-9
-5.969924812030075,-7.110054313061379e-9
-5.93984962406015,-8.501820329614118e-9
-5.909774436090226,-1.0156800373182196e-8
-5.879699248120301,-1.2122937598641958e-8
-5.849624060150376,-1.4456552927186693e-8
-5.819548872180452,-1.722374300326481e-8
-5.7894736842105265,-2.050199851993658e-8
-5.7593984962406015,-2.438207652986881e-8
-5.7293233082706765,-2.8970166811836198e-8
-5.6992481203007515,-3.439038766794104e-8
-5.669172932330827,-4.078766933141146e-8
-5.639097744360902,-4.833107034885794e-8
-5.609022556390977,-5.721759575745962e-8
-5.578947368421053,-6.767658422557332e-8
-5.548872180451128,-7.997474342919352e-8
-5.518796992481203,-9.442192211481342e-8
-5.488721804511278,-1.1137772341834006e-7
-5.458646616541353,-1.3125906816846136e-7
-5.428571428571429,-1.5454883411132008e-7
-5.398496240601504,-1.8180572110605813e-7
-5.368421052631579,-2.136754904241992e-7
-5.338345864661655,-2.5090376608858515e-7
-5.30827067669173,-2.943505913772476e-7
-5.2781954887218046,-3.4500696256269816e-7
-5.2481203007518795,-4.0401358936627137e-7
-5.2180451127819545,-4.7268215165377633e-7
-5.18796992481203,-5.525193605144406e-7
-5.157894736842105,-6.452541578009405e-7
-5.12781954887218,-7.528684250885864e-7
-5.097744360902256,-8.776316186368881e-7
-5.067669172932331,-0.0000010221397758501057
-5.037593984962406,-0.0000011893593967254326
-5.007518796992481,-0.0000013826767494560376
-4.977443609022556,-0.000001605953193119017
-4.947368421052632,-0.000001863587185305835
-4.917293233082707,-0.000002160583683692864
-4.887218045112782,-0.000002502631733363915
-4.857142857142858,-0.000002896191087255394
-4.827067669172933,-0.0000033485887904757837
-4.796992481203008,-0.0000038681267321026945
-4.7669172932330826,-0.000004464201256183996
-4.7368421052631575,-0.000005147436002965393
-4.706766917293233,-0.000005929829252093232
-4.676691729323308,-0.000006824917127779831
-4.646616541353383,-0.000007847954129077592
-4.616541353383459,-0.000009016112551971039
-4.586466165413534,-0.000010348702473349372
-4.556390977443609,-0.00001186741407929841
-4.526315789473684,-0.00001359658423070059
-4.496240601503759,-0.000015563489269915283
-4.466165413533835,-0.00001779866618789594
-4.43609022556391,-0.000020336264386764858
-4.406015037593985,-0.00002321443037777007
-4.375939849624061,-0.000026475727870874175
-4.345864661654136,-0.00003016759581628135
-4.315789473684211,-0.00003434284705525058
-4.285714285714286,-0.000039060210332366096
-4.2556390977443606,-0.00004438491850774653
-4.225563909774436,-0.000050389345875557
-4.195488721804511,-0.00005715369755660297
-4.165413533834586,-0.00006476675397673164
-4.135338345864662,-0.0000733266734663434
-4.105263157894737,-0.00008294185601701762
-4.075187969924812,-0.00009373187121577036
-4.045112781954887,-0.00010582845331954978
-4.015037593984962,-0.00011937656636177972
-3.984962406015038,-0.00013453554205545645
-3.954887218045113,-0.00015148029311922063
-3.924812030075188,-0.00017040260443926237
-3.8947368421052633,-0.00019151250425019026
-3.8646616541353387,-0.00021503971722326324
-3.8345864661654137,-0.0002412352009948599
-3.8045112781954886,-0.0002703727672773648
-3.774436090225564,-0.00030275078821258284
-3.7443609022556394,-0.0003386939881043638
-3.7142857142857144,-0.00037855532005952916
-3.6842105263157894,-0.00042271792638715056
-3.654135338345865,-0.0004715971808580356
-3.62406015037594,-0.0005256428100859173
-3.593984962406015,-0.0005853410903825343
-3.56390977443609,-0.0006512171154340179
-3.5338345864661656,-0.0007238371290644316
-3.503759398496241,-0.0008038109161770579
-3.473684210526316,-0.0008917942437075321
-3.443609022556391,-0.0009884913420797991
-3.4135338345864663,-0.0010946574162235083
-3.3834586466165417,-0.001211101173706799
-3.3533834586466167,-0.0013386873559479717
-3.3233082706766917,-0.0014783392568090208
-3.293233082706767,-0.001631041211152275
-3.2631578947368425,-0.0017978410341487415
-3.2330827067669174,-0.001979852390296327
-3.2030075187969924,-0.0021782570692306202
-3.172932330827068,-0.00239430714350487
-3.1428571428571432,-0.0026293269815996782
-3.112781954887218,-0.0028847150875079258
-3.082706766917293,-0.0031619457363356775
-3.0526315789473686,-0.003462570373499852
-3.022556390977444,-0.003788218743291932
-2.992481203007519,-0.004140599710838221
-2.962406015037594,-0.004521501739860717
-2.9323308270676693,-0.004932792987120949
-2.9022556390977448,-0.0053764209730676185
-2.8721804511278197,-0.0058544117870144305
-2.8421052631578947,-0.006368868784186743
-2.81203007518797,-0.006921970731206408
-2.7819548872180455,-0.0075159693560827405
-2.7518796992481205,-0.008153186258553168
-2.7218045112781954,-0.008836009136710149
-2.691729323308271,-0.009566887286284612
-2.6616541353383463,-0.010348326329756727
-2.6315789473684212,-0.011182882133667069
-2.601503759398496,-0.01207315387411369
-2.5714285714285716,-0.013021776212491882
-2.541353383458647,-0.014031410546051677
-2.511278195488722,-0.015104735300867414
-2.481203007518797,-0.01624443523832189
-2.4511278195488724,-0.017453189750230396
-2.421052631578948,-0.018733660122276816
-2.3909774436090228,-0.020088475750501787
-2.3609022556390977,-0.021520219301175477
-2.330827067669173,-0.023031410810509082
-2.3007518796992485,-0.02462449072727687
-2.2706766917293235,-0.02630180190854534
-2.2406015037593985,-0.028065570586298133
-2.210526315789474,-0.029917886330781452
-2.1804511278195493,-0.031860681044849445
-2.1503759398496243,-0.03389570703240728
-2.1203007518796992,-0.0360245141932
-2.0902255639097747,-0.03824842640561663
-2.06015037593985,-0.04056851716881209
-2.030075187969925,-0.04298558458523509
-2,-0.04550012577451279
-1.9699248120300759,-0.048112310819505656
-1.9398496240601508,-0.05082195635513166
-1.9097744360902258,-0.05362849892017617
-1.8796992481203008,-0.05653096820166798
-1.8496240601503757,-0.05952796031041252
-1.8195488721804516,-0.06261761123484234
-1.7894736842105265,-0.06579757062836686
-1.7593984962406015,-0.06906497609278146
-1.7293233082706774,-0.07241642812693645
-1.6992481203007523,-0.07584796591566212
-1.6691729323308273,-0.07935504413880463
-1.6390977443609023,-0.08293251098406101
-1.6090225563909772,-0.08657458755001397
-1.578947368421053,-0.09027484882727416
-1.548872180451128,-0.09402620644587445
-1.518796992481203,-0.09782089337593848
-1.488721804511279,-0.10165045076612542
-1.4586466165413539,-0.10550571710036269
-1.4285714285714288,-0.10937681984789395
-1.3984962406015038,-0.11325316977465698
-1.3684210526315788,-0.11712345807544208
-1.3383458646616546,-0.12097565647617883
-1.3082706766917296,-0.1247970204440532
-1.2781954887218046,-0.12857409563000138
-1.2481203007518804,-0.13229272765350597
-1.2180451127819554,-0.1359380753235777
-1.1879699248120303,-0.13949462737242077
-1.1578947368421053,-0.1429462227596399
-1.1278195488721803,-0.14627607458504596
-1.0977443609022561,-0.14946679762726972
-1.067669172932331,-0.15250043950363618
-1.037593984962406,-0.15535851542421847
-1.007518796992482,-0.15802204648983406
-0.9774436090225569,-0.1604716014601431
-0.9473684210526319,-0.16268734189410974
-0.9172932330827068,-0.1646490705411056
-0.8872180451127818,-0.16633628283702995
-0.8571428571428577,-0.1677282213362029
-0.8270676691729326,-0.16880393288665838
-0.7969924812030076,-0.16954232833400015
-0.7669172932330834,-0.1699222445174085
-0.7368421052631584,-0.16992250830087616
-0.7067669172932334,-0.16952200236350662
-0.6766917293233083,-0.16869973245491113
-0.6466165413533833,-0.16743489580555987
-0.6165413533834592,-0.1657069503675556
-0.5864661654135341,-0.16349568454884164
