t,y
0,1
0.024096385542168676,0.9913979746412301
0.04819277108433735,0.9777157921500077
0.07228915662650603,0.9590858244587571
0.0963855421686747,0.9356647259737857
0.12048192771084337,0.907632323758474
0.14457831325301207,0.875190399857474
0.16867469879518074,0.8385613734198093
0.1927710843373494,0.7979868907109305
0.21686746987951808,0.7537263314884648
0.24096385542168675,0.7060552405521641
0.26506024096385544,0.6552636935642474
0.28915662650602414,0.6016546064710394
0.3132530120481928,0.5455419980399228
0.3373493975903615,0.48724921515680064
0.3614457831325301,0.4271071306084574
0.3855421686746988,0.36545232310158404
0.4096385542168675,0.3026252492463397
0.43373493975903615,0.23896841715780934
0.45783132530120485,0.1748245712046675
0.4819277108433735,0.110534897261951
0.5060240963855422,0.04643725760558119
0.5301204819277109,-0.017135535678110842
0.5542168674698795,-0.07985740020224939
0.5783132530120483,-0.14141060749177184
0.6024096385542169,-0.2014873440688962
0.6265060240963856,-0.25979120200612105
0.6506024096385542,-0.31603859199861223
0.674698795180723,-0.3699600724961305
0.6987951807228916,-0.42130158895086234
0.7228915662650602,-0.4698256177786339
0.746987951807229,-0.5153122101938491
0.7710843373493976,-0.55755993165993
0.7951807228915663,-0.5963866932937838
0.819277108433735,-0.6316304721715278
0.8433734939759037,-0.6631499181001225
0.8674698795180723,-0.6908248450422964
0.8915662650602411,-0.7145566060068979
0.9156626506024097,-0.7342683508402997
0.9397590361445783,-0.7499051669734543
0.963855421686747,-0.7614341037904621
0.9879518072289157,-0.7688440818849874
1.0120481927710845,-0.7721456890575182
1.036144578313253,-0.7713708654764037
1.0602409638554218,-0.7665724809760591
1.0843373493975905,-0.7578238079940404
1.108433734939759,-0.7452178941523682
1.1325301204819278,-0.7288668389651906
1.1566265060240966,-0.7089009796024364
1.180722891566265,-0.6854679910555422
1.2048192771084338,-0.658731906434832
1.2289156626506024,-0.628872063477076
1.2530120481927711,-0.5960819836547349
1.2771084337349399,-0.5605681905542379
1.3012048192771084,-0.5225489744282844
1.3253012048192772,-0.4822531100258879
1.349397590361446,-0.4399185349630843
1.3734939759036144,-0.395790996016527
1.3975903614457832,-0.3501226708014992
1.421686746987952,-0.3031707723352191
1.4457831325301205,-0.2551961439859289
1.4698795180722892,-0.20646185226873567
1.493975903614458,-0.15723178487105835
1.5180722891566265,-0.10776926117477517
1.5421686746987953,-0.05833566238980347
1.566265060240964,-0.009189088226129417
1.5903614457831325,0.03941695319044627
1.6144578313253013,0.08723481570763675
1.63855421686747,0.134023939674677
1.6626506024096386,0.17955202475623347
1.6867469879518073,0.22359614551989984
1.710843373493976,0.26594380465014145
1.7349397590361446,0.3063939190293381
1.7590361445783134,0.34475773433450696
1.7831325301204821,0.38085966422415246
1.8072289156626506,0.41453805063095717
1.8313253012048194,0.44564584213022174
1.8554216867469882,0.47405118781854927
1.8795180722891567,0.49963794460974603
1.9036144578313254,0.5223060963326182
1.927710843373494,0.5419720834958128
1.9518072289156627,0.5585690430654903
1.9759036144578315,0.5720469580799113
2,0.5823727173985149
2.024096385542169,0.5895300863493332
2.0481927710843375,0.5935195894952733
2.072289156626506,0.5943583071846388
2.096385542168675,0.5920795879820668
2.1204819277108435,0.5867326794907404
2.144578313253012,0.5783822804733308
2.168674698795181,0.567108017555767
2.1927710843373496,0.5530038501528884
2.216867469879518,0.5361774075867276
2.240963855421687,0.5167492626751177
2.2650602409638556,0.4948521463492387
2.289156626506024,0.4706301081124242
2.313253012048193,0.44423762737807604
2.3373493975903616,0.4158386809210149
2.36144578313253,0.3856057718433347
2.3855421686746987,0.35371892559238705
2.4096385542168677,0.32036465867442604
2.433734939759036,0.2857349257826357
2.4578313253012047,0.2500260511026046
2.4819277108433737,0.21343764957204128
2.5060240963855422,0.1761715438548453
2.5301204819277108,0.13843068274306916
2.5542168674698797,0.1004180666244374
2.5783132530120483,0.062335685548613524
2.602409638554217,0.024383475293272762
2.626506024096386,-0.013241703327730362
2.6506024096385543,-0.050347056856125165
2.674698795180723,-0.08674481843147366
2.698795180722892,-0.12225316926582917
2.7228915662650603,-0.15669711798550678
2.746987951807229,-0.1899093337472226
2.771084337349398,-0.22173092932653082
2.7951807228915664,-0.25201219068359043
2.819277108433735,-0.28061324983296954
2.843373493975904,-0.307404698178609
2.8674698795180724,-0.33226813782031367
2.891566265060241,-0.3550966686923267
2.91566265060241,-0.37579530975560504
2.9397590361445785,-0.39428135283151594
2.963855421686747,-0.4104846480337443
2.987951807228916,-0.4243478201252912
3.0120481927710845,-0.43582641549666645
3.036144578313253,-0.4448889798277156
3.060240963855422,-0.4515170668571831
3.0843373493975905,-0.45570517903921104
3.108433734939759,-0.45746064121274466
3.132530120481928,-0.4568034087465514
3.1566265060240966,-0.45376581194761106
3.180722891566265,-0.44839223883245405
3.204819277108434,-0.44073875865812295
3.2289156626506026,-0.43087268889045166
3.253012048192771,-0.41887210855100265
3.27710843373494,-0.4048253211291226
3.3012048192771086,-0.38883027047109264
3.325301204819277,-0.3709939132633307
3.349397590361446,-0.35143155191022607
3.3734939759036147,-0.3302661317687255
3.397590361445783,-0.3076275068406913
3.421686746987952,-0.2836516781398458
3.4457831325301207,-0.25848000904248547
3.4698795180722892,-0.2322584219998528
3.493975903614458,-0.20513658103509597
3.5180722891566267,-0.17726706446907994
3.5421686746987953,-0.14880453231717028
3.5662650602409642,-0.11990489277379802
3.5903614457831328,-0.0907244721534555
3.6144578313253013,-0.06141919258640624
3.6385542168674703,-0.03214376167536942
3.662650602409639,-0.0030508782065263424
3.6867469879518073,0.025709542124759455
3.7108433734939763,0.05399111716518105
3.734939759036145,0.08165172129351142
3.7590361445783134,0.10855417749840286
3.7831325301204823,0.1345669152958631
3.807228915662651,0.1595645914558272
3.8313253012048194,0.18342867073797617
3.855421686746988,0.20604796407953987
3.879518072289157,0.22731912193092965
3.9036144578313254,0.2471470806970955
3.927710843373494,0.26544546051216666
3.951807228915663,0.28213691285056214
3.9759036144578315,0.2971534167579764
4,0.31043652276881856
4.024096385542169,0.3219375438613692
4.048192771084338,0.3316176930865879
4.072289156626506,0.3394481677896588
4.096385542168675,0.3454101806235516
4.120481927710844,0.34949493782966373
4.144578313253012,0.3517035655306287
4.168674698795181,0.35204698504323695
4.19277108433735,0.35054573847388354
4.216867469879518,0.3472297661037695
4.240963855421687,0.34213813730507625
4.265060240963856,0.33531873695143694
4.289156626506024,0.3268279094951885
4.313253012048193,0.3167300630791995
4.337349397590362,0.3050972362316628
4.36144578313253,0.2920086298573318
4.385542168674699,0.2775501073876268
4.409638554216868,0.2618136660842347
4.433734939759036,0.2448968826057541
4.457831325301205,0.22690233604427673
4.481927710843374,0.2079370117181736
4.506024096385542,0.18811168906859999
4.530120481927711,0.16754031705026196
4.55421686746988,0.14633938043176498
4.578313253012048,0.12462726042747799
4.602409638554217,0.10252359307150846
4.626506024096386,0.08014862871535802
4.650602409638554,0.05762259598442105
4.674698795180723,0.035065073465266605
4.698795180722891,0.012594372316041628
4.72289156626506,-0.009673067103038944
4.746987951807229,-0.03162326159248974
4.771084337349397,-0.05314525160773697
4.795180722891566,-0.07413164516090862
4.819277108433735,-0.09447913655719425
4.843373493975903,-0.11408899755513219
4.867469879518072,-0.1328675387132123
4.891566265060241,-0.1507265388678413
4.9156626506024095,-0.16758364087897032
4.9397590361445785,-0.18336271197833368
4.963855421686747,-0.19799416726025587
4.9879518072289155,-0.21141525506518385
5.0120481927710845,-0.2235703032202776
5.0361445783132535,-0.23441092531844865
5.0602409638554215,-0.24389618643597064
5.0843373493975905,-0.2519927279080222
5.1084337349397595,-0.2586748510001342
5.132530120481928,-0.26392455953035726
5.156626506024097,-0.26773156171091517
5.1807228915662655,-0.2700932316880962
5.204819277108434,-0.27101453146411364
5.228915662650603,-0.2705078940835959
5.253012048192772,-0.2685930691593176
5.27710843373494,-0.2652969319958078
5.301204819277109,-0.26065325774471204
5.325301204819278,-0.2547024621914357
5.349397590361446,-0.24749131092789214
5.373493975903615,-0.23907259881044918
5.397590361445784,-0.2295048017347786
5.421686746987952,-0.21885170287970734
5.445783132530121,-0.2071819956798797
5.46987951807229,-0.19456886588164685
5.493975903614458,-0.18108955511774594
5.518072289156627,-0.16682490850379614
5.542168674698796,-0.1518589088132043
5.566265060240964,-0.136278199826606
5.590361445783133,-0.12017160147748966
5.614457831325302,-0.1036296194271554
5.63855421686747,-0.08674395169970554
5.662650602409639,-0.06960699499169788
5.686746987951808,-0.05231135324141334
5.710843373493976,-0.03494935099996569
5.734939759036145,-0.017612554090904373
5.759036144578314,-0.0003912999770993993
5.783132530120482,0.01662575982605033
5.807228915662651,0.03335210304301229
5.83132530120482,0.049703763489702416
5.855421686746988,0.06559973944952058
5.879518072289157,0.08096238166003773
5.903614457831326,0.0957177591260747
5.927710843373494,0.10979600111217938
5.951807228915663,0.12313161381181967
5.975903614457832,0.13566377034093124
6,0.1473365728591856
