t,y
0,0.01798620996209156
0.020100502512562814,0.018710200075441868
0.04020100502512563,0.019462755028493078
0.06030150753768844,0.02024495449825208
0.08040201005025126,0.02105791509528133
0.10050251256281408,0.02190279130638982
0.12060301507537688,0.022780776433359528
0.1407035175879397,0.023693103524605037
0.16080402010050251,0.02464104629636332
0.18090452261306533,0.025625920039691327
0.20100502512562815,0.026649082509210775
0.22110552763819097,0.027711934789180975
0.24120603015075376,0.02881592213210286
0.2613065326633166,0.029962534764658974
0.2814070351758794,0.031153308655375706
0.30150753768844224,0.0323898262379563
0.32160804020100503,0.03367371708377427
0.3417085427135678,0.035006658516540536
0.36180904522613067,0.036390376161661214
0.38190954773869346,0.03782664442229031
0.4020100502512563,0.0393172868735528
0.4221105527638191,0.04086417656586936
0.44221105527638194,0.04246923622775958
0.4623115577889447,0.0441344383579344
0.4824120603015075,0.04586180519591666
0.5025125628140703,0.04765340855985365
0.5226130653266332,0.04951136953961088
0.542713567839196,0.051437858032667774
0.5628140703517588,0.053435092109777364
0.5829145728643216,0.055505337196811416
0.6030150753768845,0.05765090505869423
0.6231155778894473,0.059874152570842096
0.6432160804020101,0.06217748026307829
0.6633165829145728,0.06456333062059459
0.6834170854271356,0.06703418612619107
0.7035175879396985,0.06959256702775463
0.7236180904522613,0.07224102881474893
0.7437185929648241,0.07498215938739292
0.7638190954773869,0.07781857590221745
0.7839195979899498,0.08075292127782525
0.8040201005025126,0.08378786034494909
0.8241206030150754,0.08692607562532927
0.8442211055276382,0.09017026272452196
0.864321608040201,0.09352312532453046
0.8844221105527639,0.0969873697631297
0.9045226130653267,0.1005656991879549
0.9246231155778895,0.10426080727485998
0.9447236180904522,0.10807537150173661
0.964824120603015,0.11201204597093847
0.9849246231155779,0.11607345377568858
1.0050251256281406,0.12026217890837174
1.0251256281407035,0.12458075771144589
1.0452261306532664,0.1290316698748412
1.065326633165829,0.13361732898717343
1.085427135678392,0.1383400726518654
1.105527638190955,0.14320215218335233
1.1256281407035176,0.148205721902935
1.1457286432160805,0.15335282805852057
1.1658291457286432,0.15864539739744019
1.185929648241206,0.16408522542672924
1.206030150753769,0.16967396440066373
1.2261306532663316,0.17541311108093116
1.2462311557788945,0.18130399432052458
1.2663316582914572,0.18734776252822966
1.2864321608040201,0.19354537107636918
1.306532663316583,0.19989756972019754
1.3266331658291457,0.20640489010293156
1.3467336683417086,0.21306763342577212
1.3668341708542713,0.21988585836732202
1.3869346733668342,0.22685936934145265
1.407035175879397,0.2339877051867956
1.4271356783919598,0.2412701283845575
1.4472361809045227,0.2487056149041479
1.4673366834170853,0.256292844778083
1.4874371859296482,0.26403019350868107
1.5075376884422111,0.27191572440909045
1.5276381909547738,0.27994718198012075
1.5477386934673367,0.2881219864220833
1.5678391959798996,0.2964372293773412
1.5879396984924623,0.3048896709944623
1.6080402010050252,0.31347573839873555
1.6281407035175879,0.3221915256463308
1.6482412060301508,0.33103279523058543
1.6683417085427137,0.33999498119879307
1.6884422110552764,0.3490731939265438
1.7085427135678393,0.35826222658417306
1.728643216080402,0.3675565633163578
1.7487437185929648,0.3769503891414702
1.7688442211055277,0.3864376015621307
1.7889447236180904,0.39601182386267336
1.8090452261306533,0.4056664200531517
1.829145728643216,0.4153945114032837
1.849246231155779,0.4251889944936088
1.8693467336683418,0.4350425606953203
1.8894472361809045,0.44494771697501756
1.9095477386934674,0.4548968079062085
1.92964824120603,0.4648820387560348
1.949748743718593,0.4748954995036088
1.9698492462311559,0.4849291896357417
1.9899497487437185,0.49497504355690025
2.0100502512562812,0.5050249564430996
2.030150753768844,0.5150708103642583
2.050251256281407,0.5251045004963912
2.07035175879397,0.5351179612439652
2.090452261306533,0.5451031920937915
2.1105527638190953,0.5550522830249823
2.130653266331658,0.5649574393046796
2.150753768844221,0.5748110055063912
2.170854271356784,0.5846054885967162
2.190954773869347,0.5943335799468484
2.21105527638191,0.6039881761373268
2.2311557788944723,0.6135623984378693
2.251256281407035,0.6230496108585297
2.271356783919598,0.6324434366836421
2.291457286432161,0.6417377734158269
2.311557788944724,0.6509268060734563
2.3316582914572863,0.6600050188012069
2.351758793969849,0.6689672047694146
2.371859296482412,0.6778084743536692
2.391959798994975,0.6865242616012645
2.412060301507538,0.6951103290055378
2.4321608040201004,0.7035627706226588
