x,y
-6,9.9012192888992e-10
-5.969924812030075,1.190978871079551e-9
-5.93984962406015,1.4313191187831364e-9
-5.909774436090226,1.7186443379557659e-9
-5.879699248120301,2.0618295404339904e-9
-5.849624060150376,2.4713644464213758e-9
-5.819548872180452,2.9596354256256063e-9
-5.7894736842105265,3.5412542898072275e-9
-5.7593984962406015,4.233441486256595e-9
-5.7293233082706765,5.056472685005531e-9
-5.6992481203007515,6.034197308490974e-9
-5.669172932330827,7.194641937768864e-9
-5.639097744360902,8.570709808530808e-9
-5.609022556390977,1.0200992273112774e-8
-5.578947368421053,1.2130708493263143e-8
-5.548872180451128,1.4412792515017259e-8
-5.518796992481203,1.71091493750275e-8
-5.488721804511278,2.0292105773478397e-8
-5.458646616541353,2.4046082736095542e-8
-5.428571428571429,2.846952207313791e-8
-5.398496240601504,3.3677104327445306e-8
-5.368421052631579,3.9802297235880246e-8
-5.338345864661655,4.7000282943354676e-8
-5.30827067669173,5.5451315372767596e-8
-5.2781954887218046,6.536456698125193e-8
-5.2481203007518795,7.698253207122363e-8
-5.2180451127819545,9.058606076361997e-8
-5.18796992481203,1.0650010862089943e-7
-5.157894736842105,1.2510029590018235e-7
-5.12781954887218,1.4682038201874192e-7
-5.097744360902256,1.7216077474735414e-7
-5.067669172932331,2.0169820502680125e-7
-5.037593984962406,2.3609671606639182e-7
-5.007518796992481,2.7612013164812765e-7
-4.977443609022556,3.226461853245155e-7
-4.947368421052632,3.7668251617883897e-7
-4.917293233082707,4.393847552464081e-7
-4.887218045112782,5.120769546729242e-7
-4.857142857142858,5.962746356114046e-7
-4.827067669172933,6.93710761889843e-7
-4.796992481203008,8.0636497706843e-7
-4.7669172932330826,9.364964780322893e-7
-4.7368421052631575,0.0000010866809339593608
-4.706766917293233,0.0000012598519018025556
-4.676691729323308,0.0000014593472315027611
-4.646616541353383,0.0000016889610018888668
-4.616541353383459,0.0000019530015788471466
-4.586466165413534,0.0000022563564409106007
-4.556390977443609,0.000002604564476149651
-4.526315789473684,0.000003003896516085014
-4.496240601503759,0.0000034614449379577472
-4.466165413533835,0.000003985223237357172
-4.43609022556391,0.000004584276548202926
-4.406015037593985,0.000005268804164237917
-4.375939849624061,0.000006050295200732414
-4.345864661654136,0.000006941678622085501
-4.315789473684211,0.000007957488951826353
-4.285714285714286,0.000009114049077552089
-4.2556390977443606,0.000010429671663481077
-4.225563909774436,0.000011924880785496583
-4.195488721804511,0.000013622655510803217
-4.165413533834586,0.000015548697254341715
-4.135338345864662,0.000017731722856406673
-4.105263157894737,0.000020203785440042754
-4.075187969924812,0.000023000625224534055
