c,y
0.05,0.00012498437695288093
0.07487437185929649,0.0004195824508582745
0.09974874371859296,0.0009914971922542518
0.12462311557788945,0.001931772785945606
0.14949748743718594,0.0033300675073394633
0.1743718592964824,0.005273909877105262
0.19924623115577889,0.007847812888262555
0.22412060301507541,0.011132265449804127
0.2489949748743719,0.01520262660487338
0.27386934673366836,0.020127954661235382
0.29874371859296484,0.02596980961496382
0.3236180904522613,0.03278107258690129
0.3484924623115578,0.040604829833219114
0.37336683417085426,0.04947337067497559
0.3982412060301508,0.059407347950973896
0.42311557788944726,0.07041514602862428
0.44798994974874373,0.08249249492280498
0.4728643216080402,0.09562235984456381
0.4977386934673367,0.10977512397100753
0.5226130653266332,0.12490906908395497
0.5474874371859297,0.14097114484965007
0.5723618090452262,0.15789800389550904
0.5972361809045227,0.17561726747928977
0.6221105527638192,0.19404897633779536
0.6469849246231156,0.21310717394735984
0.6718592964824122,0.23270156536231182
0.6967336683417086,0.2527391941544343
0.7216080402010051,0.27312608259133325
0.7464824120603016,0.29376878563885905
0.771356783919598,0.3145758170308766
0.7962311557788946,0.3354589147826749
0.821105527638191,0.35633412336562753
0.8459798994974875,0.3771226795894844
0.8708542713567841,0.39775169843910546
0.8957286432160805,0.4181546632123334
0.920603015075377,0.438271730992806
0.9454773869346734,0.45804986961069794
0.97035175879397,0.47744284577960827
0.9952261306532665,0.4964110861445427
1.020100502512563,0.5149214337093885
1.0449748743718594,0.5329468217556209
1.069849246231156,0.5504658861603129
1.0947236180904523,0.5674625352109504
1.1195979899497488,0.5839254938177361
1.1444723618090453,0.5998478366315915
1.1693467336683419,0.615226522143332
1.1942211055276384,0.6300619374856177
1.2190954773869347,0.644357461469244
1.2439698492462312,0.6581190514138651
1.2688442211055277,0.6713548576099106
1.2937185929648243,0.6840748677828682
1.3185929648241208,0.6962905827179996
1.3434673366834171,0.7080147232273437
1.3683417085427136,0.7192609678793237
1.3932160804020102,0.7300437203387697
1.4180904522613067,0.7403779047548013
1.4429648241206032,0.7502787873594399
1.4678391959798995,0.7597618222763036
1.492713567839196,0.7688425194638533
1.5175879396984926,0.7775363327116964
1.5424623115577891,0.7858585656544149
1.5673366834170857,0.7938242938510426
1.592211055276382,0.8014483010878876
1.6170854271356785,0.8087450281884556
1.641959798994975,0.8157285327492495
1.6668341708542715,0.8224124583584619
1.691708542713568,0.8288100119916914
1.7165829145728644,0.8349339484116376
1.741457286432161,0.8407965605250897
1.7663316582914574,0.846409674768971
1.791206030150754,0.8517846507069199
1.8160804020100505,0.8569323841184792
1.8409547738693468,0.8618633129544205
1.8658291457286433,0.8665874256142361
1.8907035175879399,0.8711142710757855
1.9155778894472364,0.8754529704729881
1.940452261306533,0.8796122297758563
1.9653266331658292,0.8836003532786946
1.9902010050251258,0.8874252576475257
2.0150753768844223,0.8910944863173664
2.0399497487437186,0.8946152240644376
2.064824120603015,0.8979943116082758
2.0896984924623117,0.9012382601245555
2.114572864321608,0.9043532655716776
2.1394472361809043,0.9073452227532586
2.164321608040201,0.910219739054965
2.1891959798994973,0.9129821478080089
2.214070351758794,0.9156375212433818
2.2389447236180904,0.9181906830108152
2.2638190954773867,0.9206462202447817
2.2886934673366834,0.9230084951667857
2.3135678391959797,0.9252816562189504
2.3384422110552765,0.9274696487286388
2.363316582914573,0.929576225107705
2.388190954773869,0.9316049545930872
2.413065326633166,0.9335592325379279
2.437939698492462,0.9354422892643486
2.462814070351759,0.9372571984904903
2.4876884422110552,0.9390068853455292
2.5125628140703515,0.9406941339871593
2.5374371859296483,0.9423215948365454
2.5623115577889446,0.9438917914460364
2.5871859296482413,0.9454071270150441
2.6120603015075377,0.9468698905694422
2.636934673366834,0.9482822628196826
2.6618090452261307,0.9496463217125696
2.686683417085427,0.950964047691288
2.7115577889447238,0.9522373286778999
2.73643216080402,0.9534679647920762
2.7613065326633164,0.9546576728193621
2.786180904522613,0.9558080904417874
2.8110552763819094,0.9569207802431184
2.835929648241206,0.9579972335005437
2.8608040201005025,0.9590388737740643
2.885678391959799,0.9600470603043576
2.9105527638190956,0.9610230912293722
2.935427135678392,0.9619682066294255
2.9603015075376886,0.9628835914100905
2.985175879396985,0.9637703780316963
3.0100502512562812,0.9646296490938127
3.034924623115578,0.9654624397826568
3.0597989949748743,0.9662697401889422
3.084673366834171,0.9670524975032915
3.1095477386934673,0.9678116180959483
3.1344221105527637,0.9685479694871625
3.1592964824120604,0.969262382214273
3.1841708542713567,0.969955651601178
3.2090452261306535,0.9706285394355754
3.2339195979899498,0.9712817755590464
3.258793969849246,0.9719160593747825
3.283668341708543,0.972532061277478
3.308542713567839,0.9731304240096634
3.333417085427136,0.9737117639485083
3.358291457286432,0.9742766723268993
3.3831658291457285,0.9748257163923805
3.4080402010050252,0.9753594405073427
3.4329145728643216,0.9758783671936544
3.4577889447236183,0.9763829981247485
3.4826633165829146,0.9768738150680061
3.507537688442211,0.9773512807801187
3.5324120603015077,0.9778158398579588
3.557286432160804,0.9782679195473447
3.5821608040201007,0.9787079305119509
3.607035175879397,0.9791362675644899
3.6319095477386933,0.9795533103621687
3.65678391959799,0.9799594240683123
3.6816582914572864,0.9803549599819408
3.706532663316583,0.9807402561369849
3.7314070351758795,0.9811156378727321
3.7562814070351758,0.9814814183770046
3.7811557788944725,0.9818378992034895
3.806030150753769,0.9821853707645609
3.8309045226130656,0.982524112800859
3.855778894472362,0.9828543948288239
3.880653266331658,0.9831764765673112
3.905527638190955,0.9834906083443622
3.9304020100502512,0.9837970314851323
3.955276381909548,0.9840959786819371
3.9801507537688443,0.9843876743473153
4.005025125628141,0.9846723349509637
4.029899497487437,0.9849501693413514
4.054773869346734,0.9852213790527751
4.07964824120603,0.9854861585985811
4.104522613065327,0.9857446957512368
4.1293969849246235,0.985997171809897
4.154271356783919,0.9862437618560831
4.179145728643216,0.9864846349980512
4.204020100502513,0.9867199546044003
4.228894472361809,0.9869498785274442
4.2537688442211055,0.9871745593168365
4.278643216080402,0.9873941444239205
4.303517587939699,0.9876087763972446
4.328391959798995,0.9878185930696669
4.353266331658292,0.9880237277374441
4.378140703517588,0.9882243093316866
4.403015075376884,0.9884204625825367
4.427889447236181,0.9886123081764108
4.452763819095478,0.9887999629066299
4.477638190954774,0.9889835398177436
4.50251256281407,0.9891631483438407
4.527386934673367,0.9893388944411227
4.552261306532664,0.9895108807150018
4.57713567839196,0.989679206541976
4.602010050251256,0.9898439681865152
4.626884422110553,0.990005258913187
4.651758793969849,0.9901631690942352
4.676633165829146,0.9903177863128146
4.7015075376884425,0.9904691954620778
4.726381909547738,0.9906174788402966
4.751256281407035,0.9907627162421947
4.776130653266332,0.9909049850466591
4.801005025125629,0.9910443603009879
4.8258793969849245,0.9911809148018275
4.850753768844221,0.9913147191729421
4.875628140703518,0.9914458419399544
4.900502512562814,0.9915743496021859
4.925376884422111,0.991700306701724
4.950251256281407,0.9918237758898336
4.975125628140703,0.9919448179908257
5,0.9920634920634921
