x,y
0,-0.055
0.002506265664160401,0.03199889831595356
0.005012531328320802,0.06112959674102111
0.007518796992481203,0.08250366562164235
0.010025062656641603,0.1000144139786095
0.012531328320802004,0.11511838647641359
0.015037593984962405,0.12854537296623825
0.017543859649122806,0.14072123001759232
0.020050125313283207,0.15191941774946047
0.022556390977443608,0.16232755730679505
0.02506265664160401,0.17208080219581748
0.02756892230576441,0.1812802229144568
0.03007518796992481,0.19000367888383807
0.03258145363408521,0.19831261401425176
0.03508771929824561,0.20625649813466268
0.03759398496240601,0.21387583846399788
0.040100250626566414,0.22120428541363818
0.042606516290726815,0.22827014422546965
0.045112781954887216,0.23509748490253207
0.047619047619047616,0.24170697339098196
0.05012531328320802,0.24811650488787945
0.05263157894736842,0.25434169384143185
0.05513784461152882,0.26039625829839674
0.05764411027568922,0.2662923251090491
0.06015037593984962,0.27204067499242435
0.06265664160401002,0.2776509413054425
0.06516290726817042,0.283131772750214
0.06766917293233082,0.28849096768736854
0.07017543859649122,0.29373558587104703
0.07268170426065163,0.2988720420662023
0.07518796992481203,0.30390618500512856
0.07769423558897243,0.3088433643880145
0.08020050125313283,0.3136884880626794
0.08270676691729323,0.31844607108293455
0.08521303258145363,0.32312027800865045
0.08771929824561403,0.32771495954870206
0.09022556390977443,0.3322336844423897
0.09273182957393483,0.33667976731234645
0.09523809523809523,0.3410562930924506
0.09774436090225563,0.34536613853042974
0.10025062656641603,0.3496119911810675
0.10275689223057644,0.3537963662379278
0.10526315789473684,0.35792162149600826
0.10776942355889724,0.36198997069219185
0.11027568922305764,0.3660034954328064
0.11278195488721804,0.36996415588647286
0.11528822055137844,0.37387380039451434
0.11779448621553884,0.37773417412953103
0.12030075187969924,0.38154692691455727
0.12280701754385964,0.38531362029988725
0.12531328320802004,0.3890357339816815
0.12781954887218044,0.39271467163545376
0.13032581453634084,0.39635176622815094
0.13283208020050125,0.3999482848645144
0.13533834586466165,0.40350543321653104
0.13784461152882205,0.4070243595788591
0.14035087719298245,0.4105061585880099
0.14285714285714285,0.4139518746386432
0.14536340852130325,0.41736250502650174
0.14786967418546365,0.4207390028441745
0.15037593984962405,0.42408227965296924
0.15288220551378445,0.42739320795163344
0.15538847117794485,0.430672623460432
0.15789473684210525,0.43392132723713667
0.16040100250626566,0.4371400876397574
0.16290726817042606,0.4403296421493282
0.16541353383458646,0.44349069906471666
0.16791979949874686,0.44662393908023806
0.17042606516290726,0.4497300167557999
0.17293233082706766,0.4528095618883638
0.17543859649122806,0.4558631807926801
0.17794486215538846,0.45889145749849897
0.18045112781954886,0.4618949548708046
0.18295739348370926,0.4648742156590156
0.18546365914786966,0.46782976348056543
0.18796992481203006,0.47076210374379374
0.19047619047619047,0.47367172451465117
0.19298245614035087,0.47655909733132934
0.19548872180451127,0.4794246779705786
0.19799498746867167,0.48226890716915877
0.20050125313283207,0.48509221130358343
0.20300751879699247,0.48789500303105776
0.20551378446115287,0.4906776818942756
0.20802005012531327,0.4934406348925287
0.21052631578947367,0.49618423702138587
0.21303258145363407,0.49890885178302363
0.21553884711779447,0.5016148316691322
0.21804511278195488,0.5043025186181693
0.22055137844611528,0.5069722444486019
0.22305764411027568,0.5096243312696579
0.22556390977443608,0.5122590918709911
0.22807017543859648,0.5148768300925642
0.23057644110275688,0.5174778411759619
0.23308270676691728,0.5200624120982533
0.23558897243107768,0.5226308218894533
0.23809523809523808,0.52518334193455
0.24060150375939848,0.5277202362610042
0.24310776942355888,0.5302417618125647
0.24561403508771928,0.5327481687101814
0.24812030075187969,0.5352397005007532
0.2506265664160401,0.5377165943943919
0.2531328320802005,0.5401790814908415
0.2556390977443609,0.5426273869956538
0.2581453634085213,0.5450617304266755
0.2606516290726817,0.5474823258113724
0.2631578947368421,0.5498893818754825
0.2656641604010025,0.5522831022234557
0.2681704260651629,0.5546636855111114
0.2706766917293233,0.5570313256109226
0.2731829573934837,0.5593862117703013
0.2756892230576441,0.5617285287632476
0.2781954887218045,0.5640584570356953
0.2807017543859649,0.5663761728448719
0.2832080200501253,0.5686818483929701
0.2857142857142857,0.5709756519554107
0.2882205513784461,0.5732577480039628
0.2907268170426065,0.5755282973249677
0.2932330827067669,0.5777874571329041
0.2957393483709273,0.5800353811795154
0.2982456140350877,0.5822722198587074
0.3007518796992481,0.584498120307417
0.3032581453634085,0.586713226502637
0.3057644110275689,0.5889176793547735
0.3082706766917293,0.5911116167975049
0.3107769423558897,0.593295173874301
0.3132832080200501,0.5954684828217504
0.3157894736842105,0.5976316731498391
0.3182957393483709,0.599784871719318
0.3208020050125313,0.6019282028162817
0.3233082706766917,0.604061788224084
0.3258145363408521,0.6061857472927046
0.3283208020050125,0.6083001970056744
0.3308270676691729,0.6104052520446648
0.3333333333333333,0.61250102485184
0.3358395989974937,0.6145876256900632
0.3383458646616541,0.61666516270105
0.3408521303258145,0.6187337419615508
0.3433583959899749,0.6207934675376431
0.3458646616541353,0.6228444415372126
0.3483709273182957,0.6248867641606937
0.3508771929824561,0.626920533750141
0.3533834586466165,0.6289458468366975
0.3558897243107769,0.6309627981865227
0.3583959899749373,0.6329714808452415
0.3609022556390977,0.6349719861809713
0.3634085213032581,0.6369644039259816
0.3659147869674185,0.6389488222170414
0.3684210526315789,0.6409253276344995
0.37092731829573933,0.6428940052401516
0.37343358395989973,0.6448549386139346
0.37593984962406013,0.646808209889496
0.37844611528822053,0.6487538997886785
0.38095238095238093,0.6506920876549576
0.38345864661654133,0.6526228514858761
0.38596491228070173,0.6545462679645068
0.38847117794486213,0.6564624124899806
0.39097744360902253,0.6583713592071148
0.39348370927318294,0.6602731810351702
0.39598997493734334,0.6621679496957735
0.39849624060150374,0.6640557357400282
0.40100250626566414,0.6659366085748465
0.40350877192982454,0.6678106364885295
0.40601503759398494,0.6696778866756172
0.40852130325814534,0.6715384252610419
0.41102756892230574,0.6733923173235972
0.41353383458646614,0.6752396269187579
0.41604010025062654,0.6770804171008641
0.41854636591478694,0.6789147499446944
0.42105263157894735,0.6807426865664483
0.42355889724310775,0.6825642871441571
0.42606516290726815,0.6843796109375424
0.42857142857142855,0.686188716307339
0.43107769423558895,0.6879916607341028
0.43358395989974935,0.689788500836516
0.43609022556390975,0.6915792923892102
0.43859649122807015,0.693364090340119
0.44110275689223055,0.6951429488273787
0.44360902255639095,0.6969159211957882
0.44611528822055135,0.6986830600128435
0.44862155388471175,0.7004444170843609
0.45112781954887216,0.7022000434696999
0.45363408521303256,0.7039499894965997
0.45614035087719296,0.70569430477564
0.45864661654135336,0.7074330382143387
0.46115288220551376,0.7091662380308971
0.46365914786967416,0.7108939517676025
0.46616541353383456,0.7126162263039008
0.46867167919799496,0.7143331078691451
0.47117794486215536,0.7160446420550352
